ChangeEventID,RawAPN,CanonicalAPN,CommodityShortName,Year,PreviousQuantity,NewQuantity,Quantity_Delta,ChangeSource,Rationale,EvidenceURL,RecordedBy,RecordedAt
2189,035-223-09,035-223-009,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2190,035-233-32,035-233-032,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,Ken,2026-05-04T07:57:36.418395+00:00
2191,035-233-33,035-233-033,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2192,035-234-09,035-234-009,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00
2193,035-234-13,035-234-013,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 3 units,,Ken,2026-05-04T07:57:36.418395+00:00
2194,035-234-18,035-234-018,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00
2195,035-234-20,035-234-020,SFRUU_or_MFRUU_TBD,2023,,,2,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00
2196,035-241-01,035-241-001,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2197,035-243-17,035-243-017,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2198,035-244-14,035-244-014,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2199,035-245-11,035-245-011,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2200,035-252-04,035-252-004,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2201,035-252-26,035-252-026,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2202,035-273-12,035-273-012,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2203,035-281-07,035-281-007,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2204,035-283-18,035-283-018,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2205,035-283-18,035-283-018,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2206,035-283-22,035-283-022,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2207,035-283-22,035-283-022,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2208,035-286-11,035-286-011,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00
2209,035-286-16,035-286-016,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2210,035-293-17,035-293-017,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2211,035-293-17,035-293-017,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2212,035-296-14,035-296-014,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2213,035-296-14,035-296-014,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2214,035-301-01,035-301-001,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2215,035-301-01,035-301-001,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2216,036-010-08,036-010-008,SFRUU_or_MFRUU_TBD,2023,,,-2,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00
2217,036-010-09,036-010-009,SFRUU_or_MFRUU_TBD,2023,,,2,qa_correction,Previously existing structure removed/banked in ~2005. Vacant parcel.,,Ken,2026-05-04T07:57:36.418395+00:00
2218,036-010-09,036-010-009,SFRUU_or_MFRUU_TBD,2026,,,-2,qa_correction,Previously existing structure removed/banked in ~2005. Vacant parcel.,,Ken,2026-05-04T07:57:36.418395+00:00
2219,036-350-08,036-350-008,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - should be 1,,Ken,2026-05-04T07:57:36.418395+00:00
2220,036-350-08,036-350-008,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2221,036-380-24,036-380-024,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - should be 1,,Ken,2026-05-04T07:57:36.418395+00:00
2222,036-380-24,036-380-024,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit; teardown/rebuild in 2018,,Ken,2026-05-04T07:57:36.418395+00:00
2223,036-412-09,036-412-009,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2224,036-413-08,036-413-008,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2225,036-432-01,036-432-001,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,Ken,2026-05-04T07:57:36.418395+00:00
2226,036-462-02,036-462-002,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00
2227,036-472-09,036-472-009,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Error - should be zero,,Ken,2026-05-04T07:57:36.418395+00:00
2228,036-472-09,036-472-009,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,Error - should be zero,,Ken,2026-05-04T07:57:36.418395+00:00
2229,036-530-23,036-530-023,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00
2230,036-530-27,036-530-027,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00
2231,036-543-11,036-543-011,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant - zero out,,Ken,2026-05-04T07:57:36.418395+00:00
2232,036-543-11,036-543-011,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2233,036-547-01,036-547-001,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Error - should be zero - unit was built in 2016,,Ken,2026-05-04T07:57:36.418395+00:00
2234,036-547-01,036-547-001,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,Unit was built in 2017,,Ken,2026-05-04T07:57:36.418395+00:00
2235,036-554-09,036-554-009,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number Only,,Ken,2026-05-04T07:57:36.418395+00:00
2236,036-554-14,036-554-014,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel Number Only,,Ken,2026-05-04T07:57:36.418395+00:00
2237,036-581-11,036-581-011,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2238,036-600-06,036-600-006,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,Ken,2026-05-04T07:57:36.418395+00:00
2239,036-611-27,036-611-027,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,Ken,2026-05-04T07:57:36.418395+00:00
2240,036-621-22,036-621-022,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2241,080-082-06,080-082-006,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2242,080-101-01,080-101-001,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2243,080-113-03,080-113-003,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Correction - Unit was built in 2015,,Ken,2026-05-04T07:57:36.418395+00:00
2244,080-114-05,080-114-005,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00
2245,080-114-18,080-114-018,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2246,080-122-10,080-122-010,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2247,080-133-05,080-133-005,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2248,080-155-11,080-155-011,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Error - should be zero - unit was built in 2016,,Ken,2026-05-04T07:57:36.418395+00:00
2249,080-155-11,080-155-011,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,Unit was built in 2016,,Ken,2026-05-04T07:57:36.418395+00:00
2250,080-155-23,080-155-023,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2251,080-192-33,080-192-033,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2252,080-192-33,080-192-033,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2253,081-042-17,081-042-017,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2254,081-066-08,081-066-008,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00
2255,081-066-09,081-066-009,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00
2256,081-082-04,081-082-004,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2257,081-085-08,081-085-008,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2258,081-092-11,081-092-011,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2259,081-102-10,081-102-010,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2260,081-111-01,081-111-001,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00
2261,081-141-28,081-141-028,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2262,083-032-029,083-032-029,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00
2263,083-032-031,083-032-031,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2264,083-032-031,083-032-031,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2265,083-032-032,083-032-032,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2266,083-032-032,083-032-032,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2267,083-033-014,083-033-014,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2268,083-033-014,083-033-014,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2269,083-042-019,083-042-019,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,Ken,2026-05-04T07:57:36.418395+00:00
2270,083-042-019,083-042-019,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,Corrected based on TRPA/County verification,,Ken,2026-05-04T07:57:36.418395+00:00
2271,083-051-016,083-051-016,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Error - County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2272,083-051-016,083-051-016,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2273,083-061-006,083-061-006,SFRUU_or_MFRUU_TBD,2023,,,-3,qa_correction,"Parcel Number only for 1 unit. Should be 1 unit, not 3",,Ken,2026-05-04T07:57:36.418395+00:00
2274,083-061-009,083-061-009,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00
2275,083-061-021,083-061-021,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00
2276,083-061-026,083-061-026,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2277,083-061-026,083-061-026,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2278,083-061-052,083-061-052,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00
2279,083-061-053,083-061-053,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00
2280,083-061-054,083-061-054,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00
2281,083-061-063,083-061-063,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,"Error - parcel is vacant, should be zero",,Ken,2026-05-04T07:57:36.418395+00:00
2282,083-061-063,083-061-063,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,"Parcel is vacant, zero out",,Ken,2026-05-04T07:57:36.418395+00:00
2283,083-061-064,083-061-064,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel Number only,,Ken,2026-05-04T07:57:36.418395+00:00
2284,083-061-066,083-061-066,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00
2285,083-061-072,083-061-072,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00
2286,083-061-073,083-061-073,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00
2287,083-061-074,083-061-074,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00
2288,083-061-075,083-061-075,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,"Error - parcel is vacant, should be zero",,Ken,2026-05-04T07:57:36.418395+00:00
2289,083-061-075,083-061-075,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,"Vacant parcel, zero out",,Ken,2026-05-04T07:57:36.418395+00:00
2290,083-061-076,083-061-076,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00
2291,083-062-008,083-062-008,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Error - Duplex, should be 2",,Ken,2026-05-04T07:57:36.418395+00:00
2292,083-062-008,083-062-008,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,Duplex - County shows 2 units,,Ken,2026-05-04T07:57:36.418395+00:00
2293,083-062-024,083-062-024,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Error - Duplex, should be 2",,Ken,2026-05-04T07:57:36.418395+00:00
2294,083-062-024,083-062-024,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,Duplex - County shows 2 units,,Ken,2026-05-04T07:57:36.418395+00:00
2295,083-062-031,083-062-031,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2296,083-062-050,083-062-050,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2297,083-062-050,083-062-050,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2298,083-071-024,083-071-024,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2299,083-072-002,083-072-002,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2300,083-073-008,083-073-008,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Error - County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2301,083-073-008,083-073-008,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2302,083-074-003,083-074-003,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2303,083-074-003,083-074-003,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2304,083-075-007,083-075-007,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00
2305,083-075-036,083-075-036,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,"Error  - vacant parcel, zero out",,Ken,2026-05-04T07:57:36.418395+00:00
2306,083-075-036,083-075-036,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,"Vacant parcel, zero out",,Ken,2026-05-04T07:57:36.418395+00:00
2307,083-075-037,083-075-037,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00
2308,083-077-015,083-077-015,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Error, County shows 1 unit",,Ken,2026-05-04T07:57:36.418395+00:00
2309,083-077-015,083-077-015,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2310,083-084-009,083-084-009,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2311,083-085-020,083-085-020,SFRUU_or_MFRUU_TBD,2023,,,4,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2312,083-085-023,083-085-023,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,Corrected based on TRPA/County verification,,Ken,2026-05-04T07:57:36.418395+00:00
2313,083-085-035,083-085-035,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00
2314,083-085-042,083-085-042,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00
2315,083-091-001,083-091-001,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Correction - Unit was built in 2014,,Ken,2026-05-04T07:57:36.418395+00:00
2316,083-091-001,083-091-001,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,Corrected based on TRPA/County verification,,Ken,2026-05-04T07:57:36.418395+00:00
2317,083-102-001,083-102-001,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - should be 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2318,083-102-001,083-102-001,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 units; rebuilt in 2014,,Ken,2026-05-04T07:57:36.418395+00:00
2319,083-102-020,083-102-020,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Error - Duplex, should be 2",,Ken,2026-05-04T07:57:36.418395+00:00
2320,083-102-020,083-102-020,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,Duplex - should be 2 units,,Ken,2026-05-04T07:57:36.418395+00:00
2321,083-108-012,083-108-012,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Error - Duplex, should be 2",,Ken,2026-05-04T07:57:36.418395+00:00
2322,083-108-012,083-108-012,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,Duplex - should be 2 units,,Ken,2026-05-04T07:57:36.418395+00:00
2323,083-110-025,083-110-025,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,"Vacant parcel, zero out",,Ken,2026-05-04T07:57:36.418395+00:00
2324,083-110-026,083-110-026,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,"Vacant parcel, zero out",,Ken,2026-05-04T07:57:36.418395+00:00
2325,083-143-014,083-143-014,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2326,083-151-005,083-151-005,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00
2327,083-151-030,083-151-030,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00
2328,083-153-015,083-153-015,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Vacant parcel, zero out",,Ken,2026-05-04T07:57:36.418395+00:00
2329,083-162-019,083-162-019,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2330,083-162-022,083-162-022,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Correction - Duplex, should be 2 units",,Ken,2026-05-04T07:57:36.418395+00:00
2331,083-162-023,083-162-023,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2332,083-162-024,083-162-024,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00
2333,083-162-037,083-162-037,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00
2334,083-172-013,083-172-013,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Error - Duplex, should be 2",,Ken,2026-05-04T07:57:36.418395+00:00
2335,083-172-013,083-172-013,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,"Duplex, County shows 2 units",,Ken,2026-05-04T07:57:36.418395+00:00
2336,083-182-004,083-182-004,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2337,083-183-003,083-183-003,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,Corrected based on TRPA/County verification,,Ken,2026-05-04T07:57:36.418395+00:00
2338,083-195-015,083-195-015,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Error - Duplex, should be 2",,Ken,2026-05-04T07:57:36.418395+00:00
2339,083-195-015,083-195-015,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,"Duplex, County shows 2 units",,Ken,2026-05-04T07:57:36.418395+00:00
2340,083-202-005,083-202-005,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00
2341,083-202-006,083-202-006,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00
2342,083-202-012,083-202-012,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2343,083-202-012,083-202-012,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,Ken,2026-05-04T07:57:36.418395+00:00
2344,083-202-013,083-202-013,SFRUU_or_MFRUU_TBD,2023,,,-2,qa_correction,"Error - Duplex, County shows 2 units",,Ken,2026-05-04T07:57:36.418395+00:00
2345,083-202-013,083-202-013,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,Ken,2026-05-04T07:57:36.418395+00:00
2346,083-202-014,083-202-014,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00
2347,083-202-016,083-202-016,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,Ken,2026-05-04T07:57:36.418395+00:00
2348,083-202-017,083-202-017,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel number only,,Ken,2026-05-04T07:57:36.418395+00:00
2349,083-202-017,083-202-017,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,Corrected based on TRPA/County verification,,Ken,2026-05-04T07:57:36.418395+00:00
