APN,2012 Final,2013 Final,2014 Final,2015 Final,2016 Final,2017 Final,2018 Final,2019 Final,2020 Final,2021 Final,2022 Final,2023 Final,2024 Final,2025 Final
094-420-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-420-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-420-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-420-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-420-019,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-420-020,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-420-024,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-420-025,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-420-028,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-420-029,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-420-032,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-420-033,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-420-035,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-420-036,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-420-037,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-430-025,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-430-026,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-430-029,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-430-030,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-430-032,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-430-033,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-430-034,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-430-035,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-430-036,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-430-037,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-430-038,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-430-039,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-430-040,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-430-041,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-430-042,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-480-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-480-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-480-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-480-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-480-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-480-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-480-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-480-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-480-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-480-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-480-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-480-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-480-013,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-480-014,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-480-015,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-480-016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-480-017,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-480-018,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-480-019,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-480-020,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-013,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-014,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-015,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-017,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-018,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-019,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-020,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-021,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-022,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-028,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-029,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-030,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-031,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-033,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-040,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-041,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-042,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-043,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-044,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-045,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-046,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-047,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-048,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-049,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-050,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-051,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-052,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-053,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-054,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-055,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-056,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-057,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-059,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-060,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-061,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-062,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-063,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-490-064,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-013,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-014,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-015,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-017,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-018,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-019,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-020,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-021,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-023,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-024,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-025,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-026,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-027,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-028,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-029,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-030,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-031,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-032,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-033,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-034,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-035,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-036,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-037,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-500-038,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-520-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-520-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-520-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-520-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-520-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-520-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-520-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-520-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-520-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-520-013,1,1,1,1,1,1,1,1,1,1,1,1,1,1
094-520-014,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-110-002,2,2,2,2,2,2,2,2,2,2,2,2,2,2
095-110-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-110-010,2,2,2,2,2,2,2,2,2,2,2,2,2,2
095-110-024,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-120-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-120-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-120-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-120-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-130-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-130-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-130-007,5,5,5,5,5,5,5,5,5,5,5,5,5,5
095-160-002,2,2,2,2,2,2,2,2,2,2,2,2,2,2
095-160-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-300-041,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-400-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-400-052,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-410-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-410-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-410-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-481-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-481-013,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-481-014,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-481-015,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-481-016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-013,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-014,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-015,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-017,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-018,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-019,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-020,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-021,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-022,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-023,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-024,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-025,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-026,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-027,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-028,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-029,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-030,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-031,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-032,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-033,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-034,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-035,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-036,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-037,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-038,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-039,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-490-041,8,8,8,8,8,8,8,8,8,8,8,8,8,8
095-510-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-013,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-014,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-015,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-017,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-018,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-019,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-020,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-021,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-022,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-023,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-024,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-025,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-026,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-027,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-028,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-029,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-030,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-031,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-032,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-033,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-034,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-035,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-036,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-037,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-038,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-039,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-040,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-041,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-042,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-043,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-044,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-045,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-046,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-047,1,1,1,1,1,1,1,1,1,1,1,1,1,1
095-510-048,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-050-043,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-071-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-071-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-071-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-072-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-072-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-072-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-072-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-072-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-073-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-073-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-073-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-073-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-073-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-073-026,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-073-032,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-073-035,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-073-036,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-073-040,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-073-041,2,2,2,2,2,2,2,2,2,2,2,2,2,2
097-073-044,2,2,2,2,2,2,2,2,2,2,2,2,2,2
097-073-046,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-075-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-075-013,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-075-016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-075-018,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-081-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-081-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-081-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-081-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-081-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-081-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-081-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-082-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-082-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-082-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-082-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-082-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-082-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-082-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-082-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-082-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-082-013,5,5,5,5,5,5,5,5,5,5,5,5,5,5
097-082-019,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-082-020,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-083-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-083-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-083-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-083-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-083-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-083-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-084-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-084-015,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-084-016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-084-017,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-084-018,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-084-019,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-084-020,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-084-023,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-084-025,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-091-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-091-005,2,2,2,2,2,2,2,2,2,2,2,2,2,2
097-091-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-091-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-092-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-092-003,2,2,2,2,2,2,2,2,2,2,2,2,2,2
097-092-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-093-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-093-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-093-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-093-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-100-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-100-013,2,2,2,2,2,2,2,2,2,2,2,2,2,2
097-100-014,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-100-020,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-100-022,2,2,2,2,2,2,2,2,2,2,2,2,2,2
097-100-039,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-100-041,2,2,2,2,2,2,2,2,2,2,2,2,2,2
097-100-045,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-111-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-111-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-111-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-111-022,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-111-023,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-111-028,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-112-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-112-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-112-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-112-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-112-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-112-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-112-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-112-010,2,2,2,2,2,2,2,2,2,2,2,2,2,2
097-121-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-121-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-121-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-121-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-121-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-121-013,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-122-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-122-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-122-013,2,2,2,2,2,2,2,2,2,2,2,2,2,1
097-122-015,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-122-016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-122-018,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-122-022,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-122-023,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-122-025,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-122-026,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-122-027,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-122-028,2,2,2,2,2,2,2,2,2,2,2,2,2,2
097-130-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-130-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-130-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-130-004,2,2,2,2,2,2,2,2,2,2,2,2,2,2
097-130-026,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-130-029,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-130-032,2,2,2,2,2,2,2,2,2,2,2,2,2,2
097-140-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-140-014,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-140-015,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-140-016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-140-017,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-140-021,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-140-022,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-140-023,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-140-024,3,3,3,3,3,3,3,3,3,3,3,3,3,3
097-140-025,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-140-027,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-140-028,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-140-029,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-140-032,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-140-034,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-140-036,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-140-038,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-140-042,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-140-043,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-151-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-151-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-151-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-151-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-151-006,2,2,2,2,2,2,2,2,2,2,2,2,2,2
097-151-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-151-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-152-001,2,2,2,2,2,2,2,2,2,2,2,2,2,2
097-152-002,2,2,2,2,2,2,2,2,2,2,2,2,2,2
097-152-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-152-006,2,2,2,2,2,2,2,2,2,2,2,2,2,2
097-152-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-152-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-154-002,2,2,2,2,2,2,2,2,2,2,2,2,2,2
097-161-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-161-004,1,1,1,1,1,1,1,1,1,1,2,2,2,2
097-161-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-161-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-162-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-162-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-162-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-163-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-164-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-164-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-164-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-164-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-164-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-170-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-170-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-170-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-170-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-170-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-170-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-170-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-170-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-181-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-181-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
