,File_Number,APN,Deed_Restriction_Type,Units,Date_Type,LTinfo_Transaction_ID,LTInfo_Deed_Restriction,DR_Desc,Center,Notes,Issued Date,Acknowledged Date,Pre-Grade Date,Finaled Date,RecordingNumber,RecordingDate,Description,DeedRestrictionStatus,DeedRestrictionType,ProjectAreaFileNumber,_merge
149,,132-570-05,,,,,,,,,,,,,3386685,05/12/2006,"This document is an amended and restated declaration of the covenants, conditions, and restrictions for TRPA subdivision requirements against APNs 132-560-03, -04, -05, -06, -07, -15, -16, -24, & 132-570-05, -17, -18, -23, -26, -27, -28, -29, -31. It acknowledges and amends paragraph 3 of the prior deed restriction, document 2416607, dated 1/24/2000, to read as follows: Moderate-Income Housing: The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income, as such is adjusted from time to time as a matter of public record. Item #1 of the Declarations of this document detail the affordability calculation.",Recorded,Moderate Income Housing,20060076STD,right_only
150,,132-570-06,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
151,,132-570-07,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
152,,132-570-08,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
153,,132-570-08,,,,,,,,,,,,,3459358,11/03/2006,"The residential unit on this parcel is deed restricted as moderate-income housing. The residential unit, if rented or sold, shall be rented or sold at rates and prices affordable to households that earn not more than 120% of the Washoe County median annual income.",Recorded,Moderate Income Housing,20061427STD,right_only
154,,132-570-09,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
155,,132-570-10,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
156,,132-570-10,,,,,,,,,,,,,3717933,01/07/2009,"This document is an amended and restated declaration of the covenants, conditions, and restrictions for TRPA subdivision requirements against APN 132-570-10. It acknowledges and amends paragraph 3 of the prior deed restriction, document 2416607, dated 1/24/2000, to read as follows: Moderate-Income Housing: The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income, as such is adjusted from time to time as a matter of public record. Item #1 of the Declarations of this document detail the affordability calculation.",Recorded,Moderate Income Housing,ADMIN2008-0003,right_only
157,,132-570-11,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
158,,132-570-12,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
159,,132-570-13,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
160,,132-570-14,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
161,,132-570-15,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
162,,132-570-16,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
163,,132-570-17,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
164,,132-570-17,,,,,,,,,,,,,3386685,05/12/2006,"This document is an amended and restated declaration of the covenants, conditions, and restrictions for TRPA subdivision requirements against APNs 132-560-03, -04, -05, -06, -07, -15, -16, -24, & 132-570-05, -17, -18, -23, -26, -27, -28, -29, -31. It acknowledges and amends paragraph 3 of the prior deed restriction, document 2416607, dated 1/24/2000, to read as follows: Moderate-Income Housing: The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income, as such is adjusted from time to time as a matter of public record. Item #1 of the Declarations of this document detail the affordability calculation.",Recorded,Moderate Income Housing,20060076STD,right_only
165,,132-570-18,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
166,,132-570-18,,,,,,,,,,,,,3386685,05/12/2006,"This document is an amended and restated declaration of the covenants, conditions, and restrictions for TRPA subdivision requirements against APNs 132-560-03, -04, -05, -06, -07, -15, -16, -24, & 132-570-05, -17, -18, -23, -26, -27, -28, -29, -31. It acknowledges and amends paragraph 3 of the prior deed restriction, document 2416607, dated 1/24/2000, to read as follows: Moderate-Income Housing: The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income, as such is adjusted from time to time as a matter of public record. Item #1 of the Declarations of this document detail the affordability calculation.",Recorded,Moderate Income Housing,20060076STD,right_only
167,,132-570-19,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
168,,132-570-19,,,,,,,,,,,,,3472014,12/07/2006,"The residential units on APNs 132-560-19, 132-560-20, 132-570-19, and 132-570-20 are deed restricted as moderate-income housing. These residential units, if rented or sold, shall be rented or sold at rates and prices affordable to households that earn not more than 120% of the Washoe County median annual income.",Recorded,Moderate Income Housing,20061268STD,right_only
169,,132-570-20,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
170,,132-570-20,,,,,,,,,,,,,3472014,12/07/2006,"The residential units on APNs 132-560-19, 132-560-20, 132-570-19, and 132-570-20 are deed restricted as moderate-income housing. These residential units, if rented or sold, shall be rented or sold at rates and prices affordable to households that earn not more than 120% of the Washoe County median annual income.",Recorded,Moderate Income Housing,20061268STD,right_only
171,,132-570-21,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
172,,132-570-22,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
173,,132-570-22,,,,,,,,,,,,,3443814,09/28/2006,"The residential unit on this parcel is deed restricted as moderate-income housing. The residential unit, if rented or sold, shall be rented or sold at rates and prices affordable to households that earn not more than 120% of the Washoe County median annual income.",Recorded,Moderate Income Housing,20060873STD,right_only
174,,132-570-23,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
175,,132-570-23,,,,,,,,,,,,,3386685,05/12/2006,"This document is an amended and restated declaration of the covenants, conditions, and restrictions for TRPA subdivision requirements against APNs 132-560-03, -04, -05, -06, -07, -15, -16, -24, & 132-570-05, -17, -18, -23, -26, -27, -28, -29, -31. It acknowledges and amends paragraph 3 of the prior deed restriction, document 2416607, dated 1/24/2000, to read as follows: Moderate-Income Housing: The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income, as such is adjusted from time to time as a matter of public record. Item #1 of the Declarations of this document detail the affordability calculation.",Recorded,Moderate Income Housing,20060076STD,right_only
176,,132-570-24,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
177,,132-570-25,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
178,,132-570-26,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
179,,132-570-26,,,,,,,,,,,,,3386685,05/12/2006,"This document is an amended and restated declaration of the covenants, conditions, and restrictions for TRPA subdivision requirements against APNs 132-560-03, -04, -05, -06, -07, -15, -16, -24, & 132-570-05, -17, -18, -23, -26, -27, -28, -29, -31. It acknowledges and amends paragraph 3 of the prior deed restriction, document 2416607, dated 1/24/2000, to read as follows: Moderate-Income Housing: The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income, as such is adjusted from time to time as a matter of public record. Item #1 of the Declarations of this document detail the affordability calculation.",Recorded,Moderate Income Housing,20060076STD,right_only
180,,132-570-27,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
181,,132-570-27,,,,,,,,,,,,,3386685,05/12/2006,"This document is an amended and restated declaration of the covenants, conditions, and restrictions for TRPA subdivision requirements against APNs 132-560-03, -04, -05, -06, -07, -15, -16, -24, & 132-570-05, -17, -18, -23, -26, -27, -28, -29, -31. It acknowledges and amends paragraph 3 of the prior deed restriction, document 2416607, dated 1/24/2000, to read as follows: Moderate-Income Housing: The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income, as such is adjusted from time to time as a matter of public record. Item #1 of the Declarations of this document detail the affordability calculation.",Recorded,Moderate Income Housing,20060076STD,right_only
182,,132-570-28,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
183,,132-570-28,,,,,,,,,,,,,3386685,05/12/2006,"This document is an amended and restated declaration of the covenants, conditions, and restrictions for TRPA subdivision requirements against APNs 132-560-03, -04, -05, -06, -07, -15, -16, -24, & 132-570-05, -17, -18, -23, -26, -27, -28, -29, -31. It acknowledges and amends paragraph 3 of the prior deed restriction, document 2416607, dated 1/24/2000, to read as follows: Moderate-Income Housing: The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income, as such is adjusted from time to time as a matter of public record. Item #1 of the Declarations of this document detail the affordability calculation.",Recorded,Moderate Income Housing,20060076STD,right_only
184,,132-570-29,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
185,,132-570-29,,,,,,,,,,,,,3386685,05/12/2006,"This document is an amended and restated declaration of the covenants, conditions, and restrictions for TRPA subdivision requirements against APNs 132-560-03, -04, -05, -06, -07, -15, -16, -24, & 132-570-05, -17, -18, -23, -26, -27, -28, -29, -31. It acknowledges and amends paragraph 3 of the prior deed restriction, document 2416607, dated 1/24/2000, to read as follows: Moderate-Income Housing: The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income, as such is adjusted from time to time as a matter of public record. Item #1 of the Declarations of this document detail the affordability calculation.",Recorded,Moderate Income Housing,20060076STD,right_only
186,,132-570-30,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
187,,132-570-31,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
188,,132-570-31,,,,,,,,,,,,,3386685,05/12/2006,"This document is an amended and restated declaration of the covenants, conditions, and restrictions for TRPA subdivision requirements against APNs 132-560-03, -04, -05, -06, -07, -15, -16, -24, & 132-570-05, -17, -18, -23, -26, -27, -28, -29, -31. It acknowledges and amends paragraph 3 of the prior deed restriction, document 2416607, dated 1/24/2000, to read as follows: Moderate-Income Housing: The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income, as such is adjusted from time to time as a matter of public record. Item #1 of the Declarations of this document detail the affordability calculation.",Recorded,Moderate Income Housing,20060076STD,right_only
189,,132-570-32,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
190,,132-190-00,,,,,,,,,,,,,2416608,01/24/2000,"APN 132-201-01 will be subdivided from the existing 24-unit cooperative housing project into a 24-unit condominium project. All resultant condominium parcels and the common area parcel will be a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income. See the deed restriction document for information on calculating the median-income formula. The use of the property shall be limited to residential use and shall not be used as Tourist Accommodation Units (TAUs) as defined in the TRPA Code of Ordinances.",Recorded,Moderate Income Housing,19980099STD,right_only
191,,132-191-01,,,,,,,,,,,,,2416608,01/24/2000,"APN 132-201-01 will be subdivided from the existing 24-unit cooperative housing project into a 24-unit condominium project. All resultant condominium parcels and the common area parcel will be a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income. See the deed restriction document for information on calculating the median-income formula. The use of the property shall be limited to residential use and shall not be used as Tourist Accommodation Units (TAUs) as defined in the TRPA Code of Ordinances.",Recorded,Moderate Income Housing,19980099STD,right_only
192,,132-191-01,,,,,,,,,,,,,4678411,02/08/2017,Deed restriction for this property restricting the residential unit on the property to moderate income housing.,Recorded,Moderate Income Housing,ADMIN2016-0006,right_only
193,,132-191-02,,,,,,,,,,,,,2416608,01/24/2000,"APN 132-201-01 will be subdivided from the existing 24-unit cooperative housing project into a 24-unit condominium project. All resultant condominium parcels and the common area parcel will be a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income. See the deed restriction document for information on calculating the median-income formula. The use of the property shall be limited to residential use and shall not be used as Tourist Accommodation Units (TAUs) as defined in the TRPA Code of Ordinances.",Recorded,Moderate Income Housing,19980099STD,right_only
194,,132-191-03,,,,,,,,,,,,,2416608,01/24/2000,"APN 132-201-01 will be subdivided from the existing 24-unit cooperative housing project into a 24-unit condominium project. All resultant condominium parcels and the common area parcel will be a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income. See the deed restriction document for information on calculating the median-income formula. The use of the property shall be limited to residential use and shall not be used as Tourist Accommodation Units (TAUs) as defined in the TRPA Code of Ordinances.",Recorded,Moderate Income Housing,19980099STD,right_only
195,,132-191-04,,,,,,,,,,,,,2416608,01/24/2000,"APN 132-201-01 will be subdivided from the existing 24-unit cooperative housing project into a 24-unit condominium project. All resultant condominium parcels and the common area parcel will be a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income. See the deed restriction document for information on calculating the median-income formula. The use of the property shall be limited to residential use and shall not be used as Tourist Accommodation Units (TAUs) as defined in the TRPA Code of Ordinances.",Recorded,Moderate Income Housing,19980099STD,right_only
196,,132-191-04,,,,,,,,,,,,,3438325,09/14/2006,Deed restriction recorded for this property restricting the residential unit to moderate income housing.,Recorded,Moderate Income Housing,20060840STD,right_only
197,,132-191-05,,,,,,,,,,,,,2416608,01/24/2000,"APN 132-201-01 will be subdivided from the existing 24-unit cooperative housing project into a 24-unit condominium project. All resultant condominium parcels and the common area parcel will be a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income. See the deed restriction document for information on calculating the median-income formula. The use of the property shall be limited to residential use and shall not be used as Tourist Accommodation Units (TAUs) as defined in the TRPA Code of Ordinances.",Recorded,Moderate Income Housing,19980099STD,right_only
