APN,RecordType,DevelopmentRight,LandCapability,IPESScore,CumulativeBankedQuantity,RemainingBankedQuantity,LastUpdated,TransactionNumber,TransactionApprovalDate,SendingParcel,ReceivingParcel,AccelaID,JurisdictionPermitNumber,LandCapabilityCategory,JURISDICTION,PLAN_ID,PLAN_NAME,ZONING_ID,ZONING_DESCRIPTION,TOWN_CENTER,LOCATION_TO_TOWNCENTER,TAZ,WITHIN_BONUSUNIT_BNDY,WITHIN_TRPA_BNDY,LOCAL_PLAN_HYPERLINK,LTINFO_HYPERLINK,PARCEL_ACRES,PARCEL_SQFT,SHAPE
031-020-038,Transfer Sending Parcel,Coverage (potential),5,,111,,02/29/2024,TRPA-TRF-2352,05/26/2023,,023-461-016,CORR2023-1637,CORR2023-1637,Non-Sensitive,EL,095,Trout/Cold Creek,095,Trout/Cold Creek,,Outside Buffer,70,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/095.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/031-020-038,3.55364023,154797,"{'rings': [[[761428.0781025169, 4310965.937223259], [761291.8099249508, 4310960.716324119], [761295.3894243613, 4310968.074822908], [761299.5680236742, 4310976.431021532], [761303.7483229851, 4310984.634720182], [761308.2336222474, 4310992.84181883], [761312.8721214831, 4311000.974217491], [761317.6647206945, 4311008.955816178], [761322.4574199058, 4311016.937414864], [761327.4042190909, 4311024.768213574], [761332.6567182261, 4311032.526212297], [761424.0460031815, 4311168.017389992], [761428.0781025169, 4310965.937223259]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
031-030-032,Transfer Sending Parcel,Coverage (hard),7,,300,,11/04/2015,TRPA-TRF-293,05/01/2015,,026-063-013,TRAN2015-0249,,Non-Sensitive,CSLT,103,SIERRA TRACT COMMERCIAL,103,Sierra Tract Commercial,,Outside Buffer,141,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/103.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/031-030-032,0.85812456,37380,"{'rings': [[[761576.3119781138, 4313270.018043943], [761591.6341755912, 4313251.08784706], [761592.1106755128, 4313251.468546996], [761595.9721748773, 4313246.6979477815], [761609.4993726499, 4313229.985250533], [761609.0227727285, 4313229.604550596], [761613.1536720488, 4313224.500951435], [761644.1624669442, 4313186.190057743], [761634.0280686123, 4313174.41925968], [761624.0149702607, 4313162.545061637], [761595.3983749719, 4313198.201555766], [761573.8386785211, 4313225.065051343], [761552.6038820166, 4313251.790346943], [761572.376178762, 4313275.008043122], [761576.3119781138, 4313270.018043943]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
031-030-032,Transfer Sending Parcel,Coverage (hard),7,,2080,,12/11/2019,TRPA-TRF-390,09/12/2019,,032-510-003,TRAN2016-0515,,Non-Sensitive,CSLT,103,SIERRA TRACT COMMERCIAL,103,Sierra Tract Commercial,,Outside Buffer,141,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/103.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/031-030-032,0.85812456,37380,"{'rings': [[[761576.3119781138, 4313270.018043943], [761591.6341755912, 4313251.08784706], [761592.1106755128, 4313251.468546996], [761595.9721748773, 4313246.6979477815], [761609.4993726499, 4313229.985250533], [761609.0227727285, 4313229.604550596], [761613.1536720488, 4313224.500951435], [761644.1624669442, 4313186.190057743], [761634.0280686123, 4313174.41925968], [761624.0149702607, 4313162.545061637], [761595.3983749719, 4313198.201555766], [761573.8386785211, 4313225.065051343], [761552.6038820166, 4313251.790346943], [761572.376178762, 4313275.008043122], [761576.3119781138, 4313270.018043943]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
031-030-039,Transfer Sending Parcel,Restoration Credit,1b,,402,,03/20/2020,TRPA-TRF-1113,03/09/2017,,016-131-007,ERSP2016-1224,ERSP2016-1224,SEZ,CSLT,103,Sierra Tract Commercial,103,Sierra Tract Commercial,,Quarter Mile Buffer,41,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/103.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/031-030-039,2.19898334,95788,"{'rings': [[[761662.59226391, 4313330.192134036], [761654.1712652957, 4313318.397635978], [761641.2189674284, 4313327.657734454], [761611.2005723706, 4313295.7077397145], [761597.1597746816, 4313314.158236677], [761583.4413769403, 4313332.185133709], [761526.46588632, 4313407.054821383], [761630.0222692713, 4313408.576021133], [761675.6218617642, 4313348.441331033], [761662.59226391, 4313330.192134036]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
031-030-039,Transfer Sending Parcel,Restoration Credit,1b,,32,,02/26/2025,TRPA-TRF-2691,12/03/2024,,016-081-003,ERSP2019-1550,ERSP2019-1550,SEZ,CSLT,103,Sierra Tract Commercial,103,Sierra Tract Commercial,,Quarter Mile Buffer,41,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/103.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/031-030-039,2.19898334,95788,"{'rings': [[[761662.59226391, 4313330.192134036], [761654.1712652957, 4313318.397635978], [761641.2189674284, 4313327.657734454], [761611.2005723706, 4313295.7077397145], [761597.1597746816, 4313314.158236677], [761583.4413769403, 4313332.185133709], [761526.46588632, 4313407.054821383], [761630.0222692713, 4313408.576021133], [761675.6218617642, 4313348.441331033], [761662.59226391, 4313330.192134036]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
031-045-008,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,763.0,1,,10/07/2016,TRPA-TRF-387,10/07/2016,,023-191-007,TRAN2016-0495,,Non-Sensitive,CSLT,108,WINNEMUCCA,108,Winnemucca,,Quarter Mile Buffer,162,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/108.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/031-045-008,0.11552254,5032,"{'rings': [[[760671.8576270128, 4311989.813254701], [760660.3796289023, 4311979.623856379], [760640.0033322563, 4312002.351152636], [760651.3288303921, 4312012.538850959], [760671.8576270128, 4311989.813254701]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
031-079-004,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,09/24/2024,TRPA-TRF-2530,08/27/2024,,032-291-029,TRAN2024-0028,,SEZ,CSLT,105,Sierra Tract,105_SA1,Sierra Tract Special Area #1,,Outside Buffer,42,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/105.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/031-079-004,0.11514889,5016,"{'rings': [[[761474.6673948476, 4312720.831834355], [761463.341796712, 4312710.644036032], [761442.8146000914, 4312733.217232315], [761454.1391982269, 4312743.481330626], [761474.6673948476, 4312720.831834355]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
031-082-008,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,06/07/2018,TRPA-TRF-539,04/25/2018,,022-344-024,TRAN2017-0448,,Non-Sensitive,CSLT,105,SIERRA TRACT,105_SA1,Sierra Tract Special Area #1,,Outside Buffer,142,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/105.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/031-082-008,0.11473156,4998,"{'rings': [[[761537.2490845444, 4312896.95340536], [761547.4360828679, 4312885.704107212], [761536.1113847317, 4312875.439908901], [761515.7364880862, 4312898.014805185], [761526.9086862467, 4312908.277203497], [761537.2490845444, 4312896.95340536]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
031-144-002,Transfer Sending Parcel,Coverage (potential),IPES,751.0,856,,11/13/2019,TRPA-TRF-945,10/24/2019,,034-682-029,CORR2019-1099,,Non-Sensitive,CSLT,105,Sierra Tract,105_SA1,Sierra Tract Special Area #1,,Outside Buffer,43,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/105.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/031-144-002,0.11492182,5006,"{'rings': [[[761575.8817781843, 4312458.739477502], [761553.3838818884, 4312438.289280869], [761543.0444835909, 4312449.536879018], [761565.6938798623, 4312470.064975638], [761575.8817781843, 4312458.739477502]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
031-162-011,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,786.0,1,,03/29/2017,TRPA-TRF-485,02/17/2017,,028-042-012,TRAN2017-0036,,Non-Sensitive,CSLT,105,SIERRA TRACT,105,Sierra Tract,,Outside Buffer,142,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/105.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/031-162-011,0.11487726,5004,"{'rings': [[[761898.7745250277, 4312829.5322164595], [761876.124228756, 4312809.080319826], [761865.9363304339, 4312820.405917961], [761888.5866267048, 4312840.857914595], [761898.7745250277, 4312829.5322164595]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
031-173-003,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,11/08/2022,TRPA-TRF-1876,08/18/2022,,027-122-020,TRAN2022-0191,TRAN2022-0191,Non-Sensitive,CSLT,105,Sierra Tract,105,Sierra Tract,,Outside Buffer,42,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/105.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/031-173-003,0.11496426,5008,"{'rings': [[[762123.242588074, 4312829.236116508], [762092.7564930925, 4312828.141116688], [762092.2852931703, 4312843.385014178], [762122.7712881509, 4312844.480113998], [762123.242588074, 4312829.236116508]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
031-195-009,Transfer Sending Parcel,Coverage (potential),IPES,772.0,663,,01/07/2020,TRPA-TRF-987,11/21/2019,,033-562-001,CORR2020-0003,CTC Transfer,Non-Sensitive,CSLT,105,Sierra Tract,105_SA1,Sierra Tract Special Area #1,,Outside Buffer,42,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/105.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/031-195-009,0.11475601,4999,"{'rings': [[[761813.4393390762, 4312278.876807112], [761790.7891428052, 4312258.42491048], [761780.6021444816, 4312269.674308628], [761803.2515407531, 4312290.202505248], [761813.4393390762, 4312278.876807112]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
031-221-002,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,11/04/2015,TRPA-TRF-289,09/03/2014,,026-061-012,TRAN2014-0694,,Non-Sensitive,CSLT,105,SIERRA TRACT,105,Sierra Tract,,Outside Buffer,142,0,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/105.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/031-221-002,0.1149224,5006,"{'rings': [[[761941.6449179696, 4312296.362604234], [761919.1478216732, 4312275.8361076135], [761908.8075233754, 4312287.160005748], [761931.4580196468, 4312307.612002382], [761941.6449179696, 4312296.362604234]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
031-226-010,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,04/04/2018,TRPA-TRF-429,03/21/2018,,028-011-19,TRAN2016-0699,,Non-Sensitive,CSLT,105,SIERRA TRACT,105,Sierra Tract,,Outside Buffer,142,0,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/105.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/031-226-010,0.11461312,4993,"{'rings': [[[762135.3050860874, 4312282.53940651], [762123.9802879523, 4312272.275308199], [762103.6053913068, 4312294.850404482], [762114.7776894672, 4312305.112802794], [762135.3050860874, 4312282.53940651]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
031-226-010,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,10/24/2016,TRPA-TRF-436,10/24/2016,,022-343-27,TRAN2016-0777,,Non-Sensitive,CSLT,105,SIERRA TRACT,105,Sierra Tract,,Outside Buffer,142,0,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/105.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/031-226-010,0.11461312,4993,"{'rings': [[[762135.3050860874, 4312282.53940651], [762123.9802879523, 4312272.275308199], [762103.6053913068, 4312294.850404482], [762114.7776894672, 4312305.112802794], [762135.3050860874, 4312282.53940651]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
031-256-003,Transfer Sending Parcel,Commercial Floor Area (CFA),IPES,856.0,68,,01/08/2024,TRPA-TRF-2358,12/04/2023,,025-381-012,TRAN2023-1146,TRAN2023-1146,Non-Sensitive,CSLT,104,HIGHLAND WOODS,104_SA1,Highland Woods Special Area #1,,Outside Buffer,141,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/104.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/031-256-003,0.13909803,6059,"{'rings': [[[761385.17740958, 4313082.322074844], [761360.583313629, 4313058.341778791], [761349.180715506, 4313070.600176772], [761374.2192113837, 4313094.05777291], [761385.17740958, 4313082.322074844]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
031-256-003,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),IPES,856.0,4,,01/08/2024,TRPA-TRF-2359,12/04/2023,,025-381-012,TRAN2023-1146,TRAN2023-1146,Non-Sensitive,CSLT,104,HIGHLAND WOODS,104_SA1,Highland Woods Special Area #1,,Outside Buffer,141,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/104.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/031-256-003,0.13909803,6059,"{'rings': [[[761385.17740958, 4313082.322074844], [761360.583313629, 4313058.341778791], [761349.180715506, 4313070.600176772], [761374.2192113837, 4313094.05777291], [761385.17740958, 4313082.322074844]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-050-078,Transfer Sending Parcel,Coverage (hard),3,,360,,10/19/2016,TRPA-TRF-388,09/12/2016,,016-513-012,TRAN2016-0496,,Sensitive,EL,129,FALLEN LEAF NORTH,129,Fallen Leaf North,,Outside Buffer,202,0,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/129.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-050-078,15.66884833,682532,"{'rings': [[[757198.1154988892, 4310543.963492729], [757197.1644990453, 4310407.3267152235], [757196.3650991768, 4310270.767937705], [757192.7071997793, 4310270.6136377305], [757154.9053060021, 4310269.286937948], [757122.895711272, 4310268.175738132], [757118.3230120251, 4310268.011538157], [757093.782516065, 4310267.134238303], [757057.9624219621, 4310265.86723851], [757026.4100271566, 4310264.761038693], [757010.5577297658, 4310264.207138784], [757011.5092296097, 4310400.805616297], [757012.4593294533, 4310537.51839379], [757105.2874141708, 4310540.74089326], [757105.573714124, 4310584.430886066], [757105.7740140911, 4310622.020479878], [757106.2390140146, 4310677.301270777], [757199.0670987321, 4310680.5238702465], [757198.1154988892, 4310543.963492729]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-090-005,Transfer Sending Parcel,Coverage (potential),5,,550,,01/21/2025,TRPA-TRF-2651,07/17/2024,,032-282-016,CORR2024-1644,CORR2024-1644,Non-Sensitive,EL,095,Trout/Cold Creek,095,Trout/Cold Creek,,Outside Buffer,70,0,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/095.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-090-005,55.00215779,2395894,"{'rings': [[[761439.1812006896, 4310563.913689444], [761440.374800493, 4310529.111295173], [761440.8977004066, 4310513.864597684], [761441.7234002706, 4310489.784901649], [761442.4553001504, 4310468.445205161], [761443.1873000301, 4310447.102008674], [761443.9190999093, 4310425.762512188], [761444.648299789, 4310404.499415688], [761445.3800996691, 4310383.159819201], [761446.1132995486, 4310361.778722722], [761446.8438994279, 4310340.477426227], [761447.575699308, 4310319.137829741], [761448.3075991869, 4310297.798433254], [761449.0393990669, 4310276.455436768], [761449.7712989459, 4310255.11584028], [761450.4977988265, 4310233.928643769], [761451.3459986867, 4310209.1950478405], [761451.8686986007, 4310193.95345035], [761453.0173984114, 4310160.4572558645], [760995.2323737759, 4310149.911757601], [760992.7504741848, 4310149.854657611], [761078.5266600633, 4310587.406685576], [761104.6490557631, 4310720.66086364], [761105.8965555578, 4310720.41916368], [761301.971723278, 4310682.429669933], [761306.6366225099, 4310681.525870081], [761430.9494020445, 4310814.649648165], [761439.1812006896, 4310563.913689444]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-090-011,Transfer Sending Parcel,Coverage (potential),3,,2233,,04/27/2023,TRPA-TRF-2219,03/27/2023,,033-801-007,CORR2023-0429,,Sensitive,EL,095,Trout/Cold Creek,095,Trout/Cold Creek,,Outside Buffer,70,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/095.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-090-011,18.00446581,784275,"{'rings': [[[761430.9494020445, 4310814.649648165], [761306.6366225099, 4310681.525870081], [761301.971723278, 4310682.429669933], [761105.8965555578, 4310720.41916368], [761104.6490557631, 4310720.66086364], [761151.4318480613, 4310954.840725087], [761291.8099249508, 4310960.716324119], [761428.0781025169, 4310965.937223259], [761430.9494020445, 4310814.649648165]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-090-011,Transfer Sending Parcel,Coverage (potential),3,,100,,04/27/2023,TRPA-TRF-2220,03/27/2023,,034-172-012,CORR2023-0429,,Sensitive,EL,095,Trout/Cold Creek,095,Trout/Cold Creek,,Outside Buffer,70,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/095.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-090-011,18.00446581,784275,"{'rings': [[[761430.9494020445, 4310814.649648165], [761306.6366225099, 4310681.525870081], [761301.971723278, 4310682.429669933], [761105.8965555578, 4310720.41916368], [761104.6490557631, 4310720.66086364], [761151.4318480613, 4310954.840725087], [761291.8099249508, 4310960.716324119], [761428.0781025169, 4310965.937223259], [761430.9494020445, 4310814.649648165]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-090-011,Transfer Sending Parcel,Coverage (potential),3,,1733,,04/27/2023,TRPA-TRF-2221,03/27/2023,,035-212-008,CORR2023-0429,,Sensitive,EL,095,Trout/Cold Creek,095,Trout/Cold Creek,,Outside Buffer,70,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/095.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-090-011,18.00446581,784275,"{'rings': [[[761430.9494020445, 4310814.649648165], [761306.6366225099, 4310681.525870081], [761301.971723278, 4310682.429669933], [761105.8965555578, 4310720.41916368], [761104.6490557631, 4310720.66086364], [761151.4318480613, 4310954.840725087], [761291.8099249508, 4310960.716324119], [761428.0781025169, 4310965.937223259], [761430.9494020445, 4310814.649648165]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-090-011,Transfer Sending Parcel,Coverage (potential),3,,249,,04/27/2023,TRPA-TRF-2222,03/27/2023,,081-062-002,CORR2023-0429,,Sensitive,EL,095,Trout/Cold Creek,095,Trout/Cold Creek,,Outside Buffer,70,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/095.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-090-011,18.00446581,784275,"{'rings': [[[761430.9494020445, 4310814.649648165], [761306.6366225099, 4310681.525870081], [761301.971723278, 4310682.429669933], [761105.8965555578, 4310720.41916368], [761104.6490557631, 4310720.66086364], [761151.4318480613, 4310954.840725087], [761291.8099249508, 4310960.716324119], [761428.0781025169, 4310965.937223259], [761430.9494020445, 4310814.649648165]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-090-011,Transfer Sending Parcel,Coverage (potential),3,,1701,,12/02/2024,TRPA-TRF-2631,05/02/2024,,033-781-006,CORR2024-1575,CORR2024-1575,Sensitive,EL,095,Trout/Cold Creek,095,Trout/Cold Creek,,Outside Buffer,70,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/095.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-090-011,18.00446581,784275,"{'rings': [[[761430.9494020445, 4310814.649648165], [761306.6366225099, 4310681.525870081], [761301.971723278, 4310682.429669933], [761105.8965555578, 4310720.41916368], [761104.6490557631, 4310720.66086364], [761151.4318480613, 4310954.840725087], [761291.8099249508, 4310960.716324119], [761428.0781025169, 4310965.937223259], [761430.9494020445, 4310814.649648165]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-090-011,Transfer Sending Parcel,Coverage (potential),3,,138,,02/26/2025,TRPA-TRF-2686,09/30/2024,,034-112-008,CORR2025-0241,CORR2025-0241,Sensitive,EL,095,Trout/Cold Creek,095,Trout/Cold Creek,,Outside Buffer,70,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/095.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-090-011,18.00446581,784275,"{'rings': [[[761430.9494020445, 4310814.649648165], [761306.6366225099, 4310681.525870081], [761301.971723278, 4310682.429669933], [761105.8965555578, 4310720.41916368], [761104.6490557631, 4310720.66086364], [761151.4318480613, 4310954.840725087], [761291.8099249508, 4310960.716324119], [761428.0781025169, 4310965.937223259], [761430.9494020445, 4310814.649648165]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-090-011,Transfer Sending Parcel,Coverage (potential),3,,1855,,02/28/2025,TRPA-TRF-2690,02/18/2025,,034-171-023,CORR2025-0245,CORR2025-0245,Sensitive,EL,095,Trout/Cold Creek,095,Trout/Cold Creek,,Outside Buffer,70,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/095.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-090-011,18.00446581,784275,"{'rings': [[[761430.9494020445, 4310814.649648165], [761306.6366225099, 4310681.525870081], [761301.971723278, 4310682.429669933], [761105.8965555578, 4310720.41916368], [761104.6490557631, 4310720.66086364], [761151.4318480613, 4310954.840725087], [761291.8099249508, 4310960.716324119], [761428.0781025169, 4310965.937223259], [761430.9494020445, 4310814.649648165]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-100-006,Transfer Sending Parcel,Coverage (potential),3,,1194,,03/12/2018,TRPA-TRF-91,03/05/2014,,033-565-005,TRAN2013-0749,,Sensitive,EL,095,Trout/Cold Creek,095,Trout/Cold Creek,,Outside Buffer,70,0,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/095.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-100-006,70.73465831,3081202,"{'rings': [[[761466.7304961542, 4309757.307622233], [761465.5105963545, 4309757.266022241], [761059.3589632185, 4309743.445524516], [761073.0365609676, 4309342.684890494], [761066.0798621122, 4309342.370190544], [760952.0848808791, 4309337.363991369], [760825.7845016718, 4309331.817392282], [760955.2265803618, 4309958.443489121], [760992.7504741848, 4310149.854657611], [760995.2323737759, 4310149.911757601], [761453.0173984114, 4310160.4572558645], [761466.7304961542, 4309757.307622233]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-100-006,Transfer Sending Parcel,Coverage (potential),3,,2180,,11/19/2015,TRPA-TRF-105,05/06/2013,,033-472-010,TRAN2013-0173,,Sensitive,EL,095,Trout/Cold Creek,095,Trout/Cold Creek,,Outside Buffer,70,0,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/095.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-100-006,70.73465831,3081202,"{'rings': [[[761466.7304961542, 4309757.307622233], [761465.5105963545, 4309757.266022241], [761059.3589632185, 4309743.445524516], [761073.0365609676, 4309342.684890494], [761066.0798621122, 4309342.370190544], [760952.0848808791, 4309337.363991369], [760825.7845016718, 4309331.817392282], [760955.2265803618, 4309958.443489121], [760992.7504741848, 4310149.854657611], [760995.2323737759, 4310149.911757601], [761453.0173984114, 4310160.4572558645], [761466.7304961542, 4309757.307622233]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-100-006,Transfer Sending Parcel,Coverage (potential),3,,1079,,11/27/2023,TRPA-TRF-2339,05/09/2023,,033-882-003,CORR2023-1523,CORR2023-1523,Sensitive,EL,095,Trout/Cold Creek,095,Trout/Cold Creek,,Outside Buffer,70,0,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/095.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-100-006,70.73465831,3081202,"{'rings': [[[761466.7304961542, 4309757.307622233], [761465.5105963545, 4309757.266022241], [761059.3589632185, 4309743.445524516], [761073.0365609676, 4309342.684890494], [761066.0798621122, 4309342.370190544], [760952.0848808791, 4309337.363991369], [760825.7845016718, 4309331.817392282], [760955.2265803618, 4309958.443489121], [760992.7504741848, 4310149.854657611], [760995.2323737759, 4310149.911757601], [761453.0173984114, 4310160.4572558645], [761466.7304961542, 4309757.307622233]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-141-003,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,11/04/2022,TRPA-TRF-2040,10/22/2022,,032-291-029,TRAN2022-0998,,Non-Sensitive,CSLT,TVAP,Tahoe Valley Area Plan,TVAP_TC_G,Tahoe Valley Area Plan - Town Center Gateway District,SOUTH Y,Town Center,59,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-141-003,0.8109166,35324,"{'rings': [[[759914.0163517743, 4310979.979620948], [759897.3770545144, 4310971.081522413], [759873.7649584012, 4310958.444924492], [759882.4956569644, 4310937.309327973], [759862.4514602637, 4310926.465829758], [759833.8161649778, 4310979.747420985], [759899.3285541926, 4311014.95621519], [759910.8469522968, 4310987.543719703], [759914.0163517743, 4310979.979620948]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-141-003,Transfer Sending Parcel,Tourist Accommodation Unit (TAU),7,,9,,01/25/2023,TRPA-TRF-2083,01/06/2023,,032-291-029,TRAN2022-1389,,Non-Sensitive,CSLT,TVAP,Tahoe Valley Area Plan,TVAP_TC_G,Tahoe Valley Area Plan - Town Center Gateway District,SOUTH Y,Town Center,59,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-141-003,0.8109166,35324,"{'rings': [[[759914.0163517743, 4310979.979620948], [759897.3770545144, 4310971.081522413], [759873.7649584012, 4310958.444924492], [759882.4956569644, 4310937.309327973], [759862.4514602637, 4310926.465829758], [759833.8161649778, 4310979.747420985], [759899.3285541926, 4311014.95621519], [759910.8469522968, 4310987.543719703], [759914.0163517743, 4310979.979620948]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
