APN,Year,apn_in_fc_other_years
1319-19-710-031,2019,True
1319-19-710-031,2020,True
1319-19-710-031,2021,True
1319-19-710-031,2022,True
1319-19-710-031,2023,True
1319-19-710-031,2024,True
1319-19-710-031,2025,True
1319-19-710-032,2018,True
1319-19-710-032,2019,True
1319-19-710-032,2020,True
1319-19-710-032,2021,True
1319-19-710-032,2022,True
1319-19-710-032,2023,True
1319-19-710-032,2024,True
1319-19-710-032,2025,True
1319-30-514-002,2012,True
1319-30-514-002,2013,True
1319-30-514-002,2014,True
1319-30-514-002,2015,True
1319-30-514-002,2016,True
1319-30-514-003,2012,True
1319-30-514-003,2013,True
1319-30-514-003,2014,True
1319-30-514-003,2015,True
1319-30-514-003,2016,True
1319-30-514-004,2012,True
1319-30-514-004,2013,True
1319-30-514-004,2014,True
1319-30-514-004,2015,True
1319-30-514-004,2016,True
1319-30-514-005,2012,True
1319-30-514-005,2013,True
1319-30-514-005,2014,True
1319-30-514-005,2015,True
1319-30-514-005,2016,True
1319-30-514-007,2012,True
1319-30-514-007,2013,True
1319-30-514-007,2014,True
1319-30-514-007,2015,True
1319-30-514-007,2016,True
1319-30-514-008,2012,True
1319-30-514-008,2013,True
1319-30-514-008,2014,True
1319-30-514-008,2015,True
1319-30-514-008,2016,True
1319-30-514-009,2012,True
1319-30-514-009,2013,True
1319-30-514-009,2014,True
1319-30-514-009,2015,True
1319-30-514-009,2016,True
1319-30-514-011,2012,True
1319-30-514-011,2013,True
1319-30-514-011,2014,True
1319-30-514-011,2015,True
1319-30-514-011,2016,True
1319-30-514-012,2012,True
1319-30-514-012,2013,True
1319-30-514-012,2014,True
1319-30-514-012,2015,True
1319-30-514-012,2016,True
1319-30-514-014,2012,True
1319-30-514-014,2013,True
1319-30-514-014,2014,True
1319-30-514-014,2015,True
1319-30-514-014,2016,True
1319-30-514-015,2012,True
1319-30-514-015,2013,True
1319-30-514-015,2014,True
1319-30-514-015,2015,True
1319-30-514-015,2016,True
1319-30-514-017,2012,True
1319-30-514-017,2013,True
1319-30-514-017,2014,True
1319-30-514-017,2015,True
1319-30-514-017,2016,True
1319-30-514-018,2012,True
1319-30-514-018,2013,True
1319-30-514-018,2014,True
1319-30-514-018,2015,True
1319-30-514-018,2016,True
1319-30-514-019,2012,True
1319-30-514-019,2013,True
1319-30-514-019,2014,True
1319-30-514-019,2015,True
1319-30-514-019,2016,True
1319-30-514-020,2012,True
1319-30-514-020,2013,True
1319-30-514-020,2014,True
1319-30-514-020,2015,True
1319-30-514-020,2016,True
1319-30-514-021,2012,True
1319-30-514-021,2013,True
1319-30-514-021,2014,True
1319-30-514-021,2015,True
1319-30-514-021,2016,True
1319-30-514-022,2012,True
1319-30-514-022,2013,True
1319-30-514-022,2014,True
1319-30-514-022,2015,True
1319-30-514-022,2016,True
1319-30-514-024,2012,True
1319-30-514-024,2013,True
1319-30-514-024,2014,True
1319-30-514-024,2015,True
1319-30-514-024,2016,True
1319-30-515-001,2012,True
1319-30-515-001,2013,True
1319-30-515-001,2014,True
1319-30-515-001,2015,True
1319-30-515-001,2016,True
1319-30-515-002,2012,True
1319-30-515-002,2013,True
1319-30-515-002,2014,True
1319-30-515-002,2015,True
1319-30-515-003,2012,True
1319-30-515-003,2013,True
1319-30-515-003,2014,True
1319-30-515-003,2015,True
1319-30-515-004,2012,True
1319-30-515-004,2013,True
1319-30-515-004,2014,True
1319-30-515-004,2015,True
1319-30-519-004,2012,True
1319-30-519-004,2013,True
1319-30-519-004,2014,True
1319-30-519-004,2015,True
1319-30-519-004,2016,True
1319-30-519-005,2012,True
1319-30-519-005,2013,True
1319-30-519-005,2014,True
1319-30-519-005,2015,True
1319-30-519-005,2016,True
1319-30-519-007,2012,True
1319-30-519-007,2013,True
1319-30-519-007,2014,True
1319-30-519-007,2015,True
1319-30-519-007,2016,True
1319-30-519-013,2012,True
1319-30-519-013,2013,True
1319-30-519-013,2014,True
1319-30-519-013,2015,True
1319-30-519-013,2016,True
1319-30-520-001,2012,True
1319-30-520-001,2013,True
1319-30-520-001,2014,True
1319-30-520-001,2015,True
1319-30-520-001,2016,True
1319-30-520-002,2012,True
1319-30-520-002,2013,True
1319-30-520-002,2014,True
1319-30-520-002,2015,True
1319-30-520-002,2016,True
1319-30-520-006,2012,True
1319-30-520-006,2013,True
1319-30-520-006,2014,True
1319-30-520-006,2015,True
1319-30-520-006,2016,True
1319-30-520-007,2012,True
1319-30-520-007,2013,True
1319-30-520-007,2014,True
1319-30-520-007,2015,True
1319-30-520-007,2016,True
1319-30-520-008,2012,True
1319-30-520-008,2013,True
1319-30-520-008,2014,True
1319-30-520-008,2015,True
1319-30-520-008,2016,True
1319-30-520-009,2012,True
1319-30-520-009,2013,True
1319-30-520-009,2014,True
1319-30-520-009,2015,True
1319-30-520-009,2016,True
1319-30-520-010,2012,True
1319-30-520-010,2013,True
1319-30-520-010,2014,True
1319-30-520-010,2015,True
1319-30-520-010,2016,True
1319-30-520-013,2012,True
1319-30-520-013,2013,True
1319-30-520-013,2014,True
1319-30-520-013,2015,True
1319-30-520-013,2016,True
1319-30-520-014,2012,True
1319-30-520-014,2013,True
1319-30-520-014,2014,True
1319-30-520-014,2015,True
1319-30-520-014,2016,True
1319-30-520-015,2012,True
1319-30-520-015,2013,True
1319-30-520-015,2014,True
1319-30-520-015,2015,True
1319-30-520-015,2016,True
1319-30-520-019,2012,True
1319-30-520-019,2013,True
1319-30-520-019,2014,True
1319-30-520-019,2015,True
1319-30-520-019,2016,True
1319-30-520-020,2012,True
1319-30-520-020,2013,True
1319-30-520-020,2014,True
1319-30-520-020,2015,True
1319-30-520-020,2016,True
1319-30-520-021,2012,True
1319-30-520-021,2013,True
1319-30-520-021,2014,True
1319-30-520-021,2015,True
1319-30-520-021,2016,True
1319-30-520-023,2012,True
1319-30-520-023,2013,True
1319-30-520-023,2014,True
1319-30-520-023,2015,True
1319-30-520-023,2016,True
1319-30-520-025,2012,True
1319-30-520-025,2013,True
1319-30-520-025,2014,True
1319-30-520-025,2015,True
1319-30-520-025,2016,True
1319-30-520-026,2012,True
1319-30-520-026,2013,True
1319-30-520-026,2014,True
1319-30-520-026,2015,True
1319-30-520-026,2016,True
1319-30-520-030,2012,True
1319-30-520-030,2013,True
1319-30-520-030,2014,True
1319-30-520-030,2015,True
1319-30-520-030,2016,True
1319-30-610-003,2013,True
1319-30-610-003,2014,True
1319-30-610-004,2013,True
1319-30-611-001,2012,True
1319-30-611-001,2013,True
1319-30-611-001,2014,True
1319-30-611-001,2015,True
1319-30-611-001,2016,True
1319-30-611-002,2012,True
1319-30-611-002,2013,True
1319-30-611-002,2014,True
1319-30-611-002,2015,True
1319-30-611-002,2016,True
1319-30-611-003,2012,True
1319-30-611-003,2013,True
1319-30-611-003,2014,True
1319-30-611-003,2015,True
1319-30-611-003,2016,True
1319-30-611-004,2012,True
1319-30-611-004,2013,True
1319-30-611-004,2014,True
1319-30-611-004,2015,True
1319-30-611-004,2016,True
1319-30-611-005,2012,True
1319-30-611-005,2013,True
1319-30-611-005,2014,True
1319-30-611-005,2015,True
1319-30-611-005,2016,True
1319-30-611-006,2012,True
1319-30-611-006,2013,True
1319-30-611-006,2014,True
1319-30-611-006,2015,True
1319-30-611-006,2016,True
1319-30-611-007,2012,True
1319-30-611-007,2013,True
1319-30-611-007,2014,True
1319-30-611-007,2015,True
1319-30-611-007,2016,True
1319-30-611-008,2012,True
1319-30-611-008,2013,True
1319-30-611-008,2014,True
1319-30-611-008,2015,True
1319-30-611-008,2016,True
1319-30-612-001,2012,True
1319-30-612-001,2013,True
1319-30-612-001,2014,True
1319-30-612-001,2015,True
1319-30-612-001,2016,True
1319-30-612-002,2012,True
1319-30-612-002,2013,True
1319-30-612-002,2014,True
1319-30-612-002,2015,True
1319-30-612-002,2016,True
1319-30-612-003,2012,True
1319-30-612-003,2013,True
1319-30-612-003,2014,True
1319-30-612-003,2015,True
1319-30-612-003,2016,True
1319-30-612-004,2012,True
1319-30-612-004,2013,True
1319-30-612-004,2014,True
1319-30-612-004,2015,True
1319-30-612-004,2016,True
1319-30-612-005,2012,True
1319-30-612-005,2013,True
1319-30-612-005,2014,True
1319-30-612-005,2015,True
1319-30-612-005,2016,True
1319-30-612-007,2012,True
1319-30-612-007,2013,True
1319-30-612-007,2014,True
1319-30-612-007,2015,True
1319-30-612-007,2016,True
1319-30-612-008,2012,True
1319-30-612-008,2013,True
1319-30-612-008,2014,True
1319-30-612-008,2015,True
1319-30-612-008,2016,True
1319-30-612-009,2012,True
1319-30-612-009,2013,True
1319-30-612-009,2014,True
1319-30-612-009,2015,True
1319-30-612-009,2016,True
1319-30-612-010,2012,True
1319-30-612-010,2013,True
1319-30-612-010,2014,True
1319-30-612-010,2015,True
1319-30-612-010,2016,True
1319-30-612-011,2012,True
1319-30-612-011,2013,True
1319-30-612-011,2014,True
1319-30-612-011,2015,True
1319-30-612-011,2016,True
1319-30-612-012,2012,True
1319-30-612-012,2013,True
1319-30-612-012,2014,True
1319-30-612-012,2015,True
1319-30-612-012,2016,True
1319-30-614-004,2012,True
1319-30-614-004,2013,True
1319-30-614-004,2014,True
1319-30-614-004,2015,True
1319-30-614-004,2016,True
1319-30-614-006,2012,True
1319-30-614-006,2013,True
1319-30-614-006,2014,True
1319-30-614-006,2015,True
1319-30-614-006,2016,True
1319-30-614-007,2012,True
1319-30-614-007,2013,True
1319-30-614-007,2014,True
1319-30-614-007,2015,True
1319-30-614-007,2016,True
1319-30-614-008,2012,True
1319-30-614-008,2013,True
1319-30-614-008,2014,True
1319-30-614-008,2015,True
1319-30-614-008,2016,True
1319-30-615-001,2012,True
1319-30-615-001,2013,True
1319-30-615-001,2014,True
1319-30-615-001,2015,True
1319-30-615-001,2016,True
1319-30-615-002,2012,True
1319-30-615-002,2013,True
1319-30-615-002,2014,True
1319-30-615-002,2015,True
1319-30-615-002,2016,True
1319-30-615-003,2012,True
1319-30-615-003,2013,True
1319-30-615-003,2014,True
1319-30-615-003,2015,True
1319-30-615-003,2016,True
1319-30-615-004,2012,True
1319-30-615-004,2013,True
1319-30-615-004,2014,True
1319-30-615-004,2015,True
1319-30-615-004,2016,True
1319-30-615-005,2012,True
1319-30-615-005,2013,True
1319-30-615-005,2014,True
1319-30-615-005,2015,True
1319-30-615-005,2016,True
1319-30-615-006,2012,True
1319-30-615-006,2013,True
1319-30-615-006,2014,True
1319-30-615-006,2015,True
1319-30-615-006,2016,True
1319-30-617-001,2012,True
1319-30-617-001,2013,True
1319-30-617-001,2014,True
1319-30-617-001,2015,True
1319-30-617-001,2016,True
1319-30-617-001,2017,True
1319-30-617-002,2012,True
1319-30-617-002,2013,True
1319-30-617-002,2014,True
1319-30-617-002,2015,True
1319-30-617-002,2016,True
1319-30-617-002,2017,True
1319-30-617-003,2012,True
1319-30-617-003,2013,True
1319-30-617-003,2014,True
1319-30-617-003,2015,True
1319-30-617-003,2016,True
1319-30-617-003,2017,True
1319-30-617-007,2012,True
1319-30-617-007,2013,True
1319-30-617-007,2014,True
1319-30-617-007,2015,True
1319-30-617-007,2016,True
1319-30-617-007,2017,True
1319-30-617-009,2012,True
1319-30-617-009,2013,True
1319-30-617-009,2014,True
1319-30-617-009,2015,True
1319-30-617-009,2016,True
1319-30-617-009,2017,True
1319-30-621-006,2012,True
1319-30-621-006,2013,True
1319-30-621-006,2014,True
1319-30-621-006,2015,True
1319-30-621-006,2016,True
1319-30-621-006,2017,True
1319-30-622-006,2012,True
1319-30-622-006,2013,True
1319-30-622-006,2014,True
1319-30-622-006,2015,True
1319-30-622-006,2016,True
1319-30-622-009,2012,True
1319-30-622-009,2013,True
1319-30-622-009,2014,True
1319-30-622-009,2015,True
1319-30-622-009,2016,True
1319-30-622-010,2012,True
1319-30-622-010,2013,True
1319-30-622-010,2014,True
1319-30-622-010,2015,True
1319-30-622-010,2016,True
1319-30-623-001,2012,True
1319-30-623-001,2013,True
1319-30-623-001,2014,True
1319-30-623-001,2015,True
1319-30-623-001,2016,True
1319-30-624-001,2012,True
1319-30-624-001,2013,True
1319-30-624-001,2014,True
1319-30-624-001,2015,True
1319-30-624-001,2016,True
1319-30-624-002,2012,True
1319-30-624-002,2013,True
1319-30-624-002,2014,True
1319-30-624-002,2015,True
1319-30-624-002,2016,True
1319-30-624-003,2012,True
1319-30-624-003,2013,True
1319-30-624-003,2014,True
1319-30-624-003,2015,True
1319-30-624-003,2016,True
1319-30-624-004,2012,True
1319-30-624-004,2013,True
1319-30-624-004,2014,True
1319-30-624-004,2015,True
1319-30-624-004,2016,True
1319-30-625-001,2012,True
1319-30-625-001,2013,True
1319-30-625-001,2014,True
1319-30-625-001,2015,True
1319-30-625-001,2016,True
1319-30-625-002,2012,True
1319-30-625-002,2013,True
1319-30-625-002,2014,True
1319-30-625-002,2015,True
1319-30-625-002,2016,True
1319-30-625-003,2012,True
1319-30-625-003,2013,True
1319-30-625-003,2014,True
1319-30-625-003,2015,True
1319-30-625-003,2016,True
1319-30-625-004,2012,True
1319-30-625-004,2013,True
1319-30-625-004,2014,True
1319-30-625-004,2015,True
1319-30-625-004,2016,True
1319-30-626-001,2012,True
1319-30-626-001,2013,True
1319-30-626-001,2014,True
1319-30-626-001,2015,True
1319-30-626-001,2016,True
1319-30-626-002,2012,True
1319-30-626-002,2013,True
1319-30-626-002,2014,True
1319-30-626-002,2015,True
1319-30-626-002,2016,True
1319-30-626-003,2012,True
1319-30-626-003,2013,True
1319-30-626-003,2014,True
1319-30-626-003,2015,True
1319-30-626-003,2016,True
1319-30-626-004,2012,True
1319-30-626-004,2013,True
1319-30-626-004,2014,True
1319-30-626-004,2015,True
1319-30-626-004,2016,True
1319-30-710-001,2012,True
1319-30-710-001,2013,True
1319-30-710-001,2014,True
1319-30-710-001,2015,True
1319-30-710-001,2016,True
1319-30-710-001,2017,True
132-611-04,2014,True
132-612-01,2013,True
1418-03-301-002,2016,True
1418-03-301-002,2017,True
1418-03-301-002,2018,True
1418-03-301-002,2019,True
1418-03-301-002,2020,True
1418-03-301-002,2021,True
1418-03-301-002,2022,True
1418-03-301-002,2023,True
1418-03-301-002,2024,True
1418-03-301-002,2025,True
1418-03-401-012,2025,True
1418-03-401-014,2025,True
1418-03-401-017,2013,True
1418-10-501-001,2016,True
1418-10-501-001,2017,True
1418-10-501-001,2018,True
1418-10-501-001,2019,True
1418-10-501-001,2020,True
1418-10-501-001,2021,True
1418-10-501-001,2022,True
1418-10-501-001,2023,True
1418-10-501-001,2024,True
1418-10-501-001,2025,True
1418-10-702-006,2017,True
1418-10-702-006,2018,True
1418-10-702-006,2019,True
1418-10-702-006,2020,True
1418-10-702-006,2021,True
1418-10-702-006,2022,True
1418-10-702-006,2023,True
1418-10-702-006,2024,True
1418-10-702-006,2025,True
1418-10-702-007,2018,True
1418-10-702-007,2019,True
1418-10-702-007,2020,True
1418-10-702-007,2021,True
1418-10-702-007,2022,True
1418-10-702-007,2023,True
1418-10-702-007,2024,True
1418-10-702-007,2025,True
1418-10-702-008,2013,True
1418-10-802-008,2013,True
1418-10-802-008,2017,True
1418-10-802-008,2018,True
1418-10-802-008,2019,True
1418-10-802-008,2020,True
1418-10-802-008,2021,True
1418-10-802-008,2022,True
1418-10-802-008,2023,True
1418-10-802-008,2024,True
1418-10-802-008,2025,True
1418-11-311-004,2018,True
1418-11-311-004,2019,True
1418-11-311-004,2020,True
1418-11-311-004,2021,True
1418-11-311-004,2022,True
1418-11-311-004,2023,True
1418-11-311-004,2024,True
1418-11-311-004,2025,True
1418-15-201-001,2016,True
1418-15-201-001,2017,True
1418-15-201-001,2018,True
1418-15-201-001,2019,True
1418-15-201-001,2020,True
1418-15-201-001,2021,True
1418-15-201-001,2022,True
1418-15-201-001,2023,True
1418-15-201-001,2024,True
1418-15-201-001,2025,True
1418-15-201-003,2017,True
1418-15-201-003,2018,True
1418-15-201-003,2019,True
1418-15-201-003,2020,True
1418-15-201-003,2021,True
1418-15-201-003,2022,True
1418-15-201-003,2023,True
1418-15-201-003,2024,True
1418-15-201-003,2025,True
1418-15-511-002,2023,True
1418-15-511-002,2024,True
1418-15-511-002,2025,True
1418-15-601-001,2017,True
1418-15-601-001,2018,True
1418-15-601-001,2019,True
1418-15-601-001,2020,True
1418-15-601-001,2021,True
1418-15-601-001,2022,True
1418-15-601-001,2023,True
1418-15-601-001,2024,True
1418-15-601-001,2025,True
1418-15-801-005,2017,True
1418-15-801-005,2018,True
1418-15-801-005,2019,True
1418-15-801-005,2020,True
1418-15-801-005,2021,True
1418-15-801-005,2022,True
1418-15-801-005,2023,True
1418-15-801-005,2024,True
1418-15-801-005,2025,True
1418-22-611-027,2018,True
1418-22-611-027,2019,True
1418-22-611-027,2020,True
1418-22-611-027,2021,True
1418-22-611-027,2022,True
1418-22-611-027,2023,True
1418-22-611-027,2024,True
1418-22-611-027,2025,True
1418-27-210-015,2016,True
1418-27-210-015,2017,True
1418-27-210-015,2018,True
1418-27-210-015,2019,True
1418-27-210-015,2020,True
1418-27-210-015,2021,True
1418-27-210-015,2022,True
1418-27-210-015,2023,True
1418-27-210-015,2024,True
1418-27-210-015,2025,True
1418-27-210-029,2017,True
1418-27-210-029,2018,True
1418-27-210-029,2019,True
1418-27-210-029,2020,True
1418-27-210-029,2021,True
1418-27-210-029,2022,True
1418-27-210-029,2023,True
1418-27-210-029,2024,True
1418-27-210-029,2025,True
1418-27-403-003,2023,True
1418-27-403-003,2024,True
1418-27-403-003,2025,True
1418-27-601-008,2013,True
1418-34-101-001,2016,True
1418-34-101-001,2017,True
1418-34-101-001,2018,True
1418-34-101-001,2019,True
1418-34-101-001,2020,True
1418-34-101-001,2021,True
1418-34-101-001,2022,True
1418-34-101-001,2023,True
1418-34-101-001,2024,True
1418-34-101-001,2025,True
1418-34-110-003,2017,True
1418-34-110-003,2018,True
1418-34-110-003,2019,True
1418-34-110-003,2020,True
1418-34-110-003,2021,True
1418-34-110-003,2022,True
1418-34-110-003,2023,True
1418-34-110-003,2024,True
1418-34-110-003,2025,True
1418-34-110-010,2017,True
1418-34-110-010,2018,True
1418-34-110-010,2019,True
1418-34-110-010,2020,True
1418-34-110-010,2021,True
1418-34-110-010,2022,True
1418-34-110-010,2023,True
1418-34-110-010,2024,True
1418-34-110-010,2025,True
1418-34-110-020,2016,True
1418-34-110-020,2017,True
1418-34-110-020,2018,True
1418-34-110-020,2019,True
1418-34-110-020,2020,True
1418-34-110-020,2021,True
1418-34-110-020,2022,True
1418-34-110-020,2023,True
1418-34-110-020,2024,True
1418-34-110-020,2025,True
1418-34-110-024,2016,True
1418-34-110-024,2017,True
1418-34-110-024,2018,True
1418-34-110-024,2019,True
1418-34-110-024,2020,True
1418-34-110-024,2021,True
1418-34-110-024,2022,True
1418-34-110-024,2023,True
1418-34-110-024,2024,True
1418-34-110-024,2025,True
1418-34-110-039,2012,False
1418-34-110-039,2013,False
1418-34-110-039,2014,False
1418-34-110-039,2015,False
1418-34-110-039,2016,False
1418-34-110-039,2017,False
1418-34-110-039,2018,False
1418-34-110-039,2019,False
1418-34-110-039,2020,False
1418-34-110-039,2021,False
1418-34-110-039,2022,False
1418-34-110-039,2023,False
1418-34-110-039,2024,False
1418-34-110-039,2025,False
1418-34-201-001,2018,True
1418-34-201-001,2019,True
1418-34-201-001,2020,True
1418-34-201-001,2021,True
1418-34-201-001,2022,True
1418-34-201-001,2023,True
1418-34-201-001,2024,True
1418-34-201-001,2025,True
1418-34-201-004,2016,True
1418-34-201-004,2017,True
1418-34-201-004,2018,True
1418-34-201-004,2019,True
1418-34-201-004,2020,True
1418-34-201-004,2021,True
1418-34-201-004,2022,True
1418-34-201-004,2023,True
1418-34-201-004,2024,True
1418-34-201-004,2025,True
1418-34-201-005,2018,True
1418-34-201-005,2019,True
1418-34-201-005,2020,True
1418-34-201-005,2021,True
1418-34-201-005,2022,True
1418-34-201-005,2023,True
1418-34-201-005,2024,True
1418-34-201-005,2025,True
1418-34-201-006,2018,True
1418-34-201-006,2019,True
1418-34-201-006,2020,True
1418-34-201-006,2021,True
1418-34-201-006,2022,True
1418-34-201-006,2023,True
1418-34-201-006,2024,True
1418-34-201-006,2025,True
1418-34-210-007,2018,True
1418-34-210-007,2019,True
1418-34-210-007,2020,True
1418-34-210-007,2021,True
1418-34-210-007,2022,True
1418-34-210-007,2023,True
1418-34-210-007,2024,True
1418-34-210-007,2025,True
1418-34-210-011,2023,True
1418-34-210-011,2024,True
1418-34-210-011,2025,True
1418-34-211-026,2016,True
1418-34-211-026,2017,True
1418-34-211-026,2018,True
1418-34-211-026,2019,True
1418-34-211-026,2020,True
1418-34-211-026,2021,True
1418-34-211-026,2022,True
1418-34-211-026,2023,True
1418-34-211-026,2024,True
1418-34-211-026,2025,True
1418-34-211-046,2013,True
1418-34-211-046,2016,True
1418-34-211-046,2017,True
1418-34-211-046,2018,True
1418-34-211-046,2019,True
1418-34-211-046,2020,True
1418-34-211-046,2021,True
1418-34-211-046,2022,True
1418-34-211-046,2023,True
1418-34-211-046,2024,True
1418-34-211-046,2025,True
1418-34-310-014,2013,True
1418-34-401-009,2017,True
1418-34-401-009,2018,True
1418-34-401-009,2019,True
1418-34-401-009,2020,True
1418-34-401-009,2021,True
1418-34-401-009,2022,True
1418-34-401-009,2023,True
1418-34-401-009,2024,True
1418-34-401-009,2025,True
1418-34-401-010,2017,True
1418-34-401-010,2018,True
1418-34-401-010,2019,True
1418-34-401-010,2020,True
1418-34-401-010,2021,True
1418-34-401-010,2022,True
1418-34-401-010,2023,True
1418-34-401-010,2024,True
1418-34-401-010,2025,True
1418-34-401-011,2017,True
1418-34-401-011,2018,True
1418-34-401-011,2019,True
1418-34-401-011,2020,True
1418-34-401-011,2021,True
1418-34-401-011,2022,True
1418-34-401-011,2023,True
1418-34-401-011,2024,True
1418-34-401-011,2025,True
1418-34-401-027,2013,True
1418-34-401-027,2015,True
